"sample_id","station","latitude","longitude","year","month","day","Acartia","Acartia longiremis","Aetideidae","Amphipoda","Ascidiacea","Bivalvia","Bryozoa","Calanus finmarchicus","Calanus glacialis","Calanus hyperboreus","Calocalanus pavo","Centropages","Centropages hamatus","Centropages typicus","Chaetognatha","Cirripedia","Cladocera","Clausocalanus","Cnidaria","Ctenophora","Decapoda","Echinodermata","Euchaeta","Euphausiacea","Foraminifera","Gastropoda","Ichthyoplankton","Isopoda","Larvacea","Mecynocera clausi","Metridia","Metridia longa","Metridia lucens","Microcalanus","Microsetella","Mysidacea","Nannocalanus minor","Oithona","Oithona atlantica","Oithona similis","Oncaea","Ostracoda","Paracalanus","Paraeuchaeta norvegica","Pleuromamma","Pleuromamma borealis","Pleuromamma robusta","Polychaeta","Pseudocalanus","Scolecithricella minor","Spinocalanus","Temora","Thaliacea","Triconia borealis","Triconia conifera"
"2009048007_2009048102002001","HL2",44.27,-63.32,2009,9,27,0,0,0,4.52727216347794,0,0,905.454432695587,14826.8163353902,113.181804086948,226.363608173897,0,38029.0861732147,0,49799.9937982573,133.554528822599,0,0,6338.18102886911,0,2.26363608173897,2.26363608173897,0,0,11.3181804086948,0,2.26363608173897,0,0,1810.90886539117,0,0,8149.08989426029,4527.27216347794,10865.453192347,0,2.26363608173897,0,0,24447.2696827809,84207.2622406896,0,0,95978.1698657323,0,0,0,0,0,9959.99875965146,0,0,905.454432695587,0,0,0
"2009048232_2009048102058001","HL2",44.26,-63.32,2009,10,19,905.447100550766,0,0,4531.76273825658,0,0,0,4052.95368817962,43.1165285976555,43.1165285976555,0,8149.02390495689,0,5432.68260330459,81.4902390495689,0,0,14487.1536088122,0,6.79085325413074,0,0,0,31.6906485192768,0,2716.3413016523,0,0,0,905.447100550766,0,10865.3652066092,41650.5666253352,13581.7065082615,0,0,0,0,4527.23550275383,49799.5905302921,0,0,184711.208512356,0,0,0,0,0,905.447100550766,0,0,0,6338.12970385536,0,0
"2009666006_2009666102006001","HL2",44.26,-63.31,2009,11,9,0,0,0,0,0,0,905.443589303277,4856.47016080848,0,0,0,2263.60897325819,0,5885.3833304713,534.211717688933,0,0,6338.10512512294,0,2.26360897325819,0,0,0,452.721794651638,0,0,0,0,0,905.443589303277,0,1810.88717860655,1810.88717860655,7696.27050907785,0,0,0,0,5885.3833304713,64286.4948405327,0,0,105031.45635918,0,0,0,0,0,905.443589303277,0,0,0,905.443589303277,0,0
"2010666001_2010666102001001","HL2",44.26,-63.31,2010,1,6,0,0,0,0,0,0,0,2914.40305264519,0,198.0662268788,0,1810.8912171776,0,0,6.79084206441599,0,0,0,0,2.263614021472,0,0,0,905.445608588798,0,452.722804294399,0,0,1810.8912171776,0,2716.33682576639,3621.78243435519,6338.11926012159,2716.33682576639,452.722804294399,0,0,452.722804294399,905.445608588798,62023.0241883327,0,0,0,0,0,0,0,0,3169.05963006079,0,0,1358.1684128832,0,452.722804294399,0
"2010666002_2010666102002001","HL2",44.26,-63.31,2010,2,16,0,0,0,0,32.3373431638856,0,0,384.814383650239,0,67.9084206441599,0,32.3373431638856,0,64.6746863277713,4.52722804294399,0,0,0,0,0,0,0,0,0,0,64.6746863277713,0,0,0,0,64.6746863277713,64.6746863277713,226.3614021472,291.036088474971,0,0,0,323.373431638856,0,5626.6977105161,0,0,0,0,32.3373431638856,0,0,0,452.722804294399,0,0,129.349372655543,0,0,0
"2010001069_2010001102069001","HL2",44.26,-63.31,2010,3,8,0,0,0,0,0,0,0,27163.2511393475,0,0,0,10865.300455739,0,0,18.1088340928983,0,0,0,0,0,0,0,0,2727.64313524281,0,0,0,0,2716.32511393475,0,0,3621.76681857966,13581.6255696737,10865.300455739,0,0,0,9054.41704644916,905.441704644916,102314.912624875,0,0,0,0,0,0,0,1810.88340928983,15392.5089789636,0,0,1810.88340928983,0,905.441704644916,0
"2010002066_2010002102066001","HL2",44.26,-63.31,2010,3,21,0,0,0,0,0,0,0,15241.6020281894,1358.16255696737,2867.2320647089,0,0,0,0,27.1632511393475,905.441704644916,0,0,2.26360426161229,0,0,1810.88340928983,0,1813.14701355144,0,0,0,0,11770.7421603839,0,0,2716.32511393475,5432.6502278695,7243.53363715933,905.441704644916,0,0,8148.97534180424,905.441704644916,131289.047173513,0,0,0,0,0,0,0,0,24446.9260254127,0,0,0,0,0,0
"2010006006_2010006102001001","HL2",44.27,-63.32,2010,4,10,0,0,0,0,0,0,0,148005.647501107,1741.24291177772,8706.21455888862,0,5223.72873533317,0,0,40.7450841355988,0,0,0,0,0,6964.9716471109,1741.24291177772,0,6967.23526289621,0,3482.48582355545,11.3180789265552,0,71390.9593828867,0,1741.24291177772,10447.4574706663,19153.672029555,15671.1862059995,0,0,0,62684.7448239981,6964.9716471109,254221.465119548,0,0,0,0,0,0,0,8708.47817467393,59202.2590004426,0,0,10447.4574706663,0,0,0
"2010006203_2010006102068001","HL2",44.27,-63.32,2010,4,25,0,0,0,0,0,37123.1098904415,0,73340.7780762382,12676.1838650288,38933.9932997314,0,1810.88340928983,0,0,18.1088340928983,13581.6255696737,0,0,907.705308906528,0,0,905.441704644916,0,22636.0426161229,0,2716.32511393475,0,0,17203.3923882534,0,6338.09193251441,20825.1592068331,6338.09193251441,6338.09193251441,0,4.52720852322458,0,16297.9506836085,2716.32511393475,36217.6681857966,0,0,0,0,0,0,0,3624.03042284128,50704.7354601153,0,0,7243.53363715933,0,905.441704644916,0
"2010666003_2010666102003001","HL2",44.26,-63.31,2010,5,11,0,0,0,0,0,28521.4136963148,0,18335.1945190595,452.720852322458,18787.915371382,0,452.720852322458,0,0,9.05441704644916,1810.88340928983,0,0,0,2.26360426161229,0,452.720852322458,0,3621.76681857966,0,905.441704644916,0,0,1358.16255696737,0,1358.16255696737,2716.32511393475,7243.53363715933,9507.13789877162,0,2.26360426161229,0,4074.48767090212,3169.04596625721,37123.1098904415,0,0,0,0,0,0,0,6793.07638909848,34406.7847765068,0,0,2263.60426161229,0,1358.16255696737,0
"2010014288_2010014102031001","HL2",44.26,-63.31,2010,5,29,0,0,0,4.52722158419467,0,57042.9919608528,0,24446.9965546512,603.629544559289,25050.6260992105,0,905.444316838934,0,0,40.744994257752,4527.22158419467,0,0,9.05444316838934,2.26361079209734,0,905.444316838934,0,7243.55453471147,0,1810.88863367787,0,0,1810.88863367787,0,2716.3329505168,5432.6659010336,14487.1090694229,19014.3306536176,0,0,0,8148.99885155041,6338.11021787254,74246.4339807926,0,0,0,0,0,0,0,13581.664752584,68813.768079759,0,0,4527.22158419467,0,2716.3329505168,0
"2010666004_2010666102004001","HL2",44.26,-63.31,2010,6,23,0,0,0,0,0,4527.2554928342,0,97788.7186452188,0,2716.35329570052,0,905.451098566841,0,0,1061.64141306962,0,905.451098566841,905.451098566841,1810.90219713368,0,0,905.451098566841,0,7243.60878853473,0,1810.90219713368,0,0,0,0,0,10865.4131828021,14487.2175770695,7243.60878853473,0,0,0,18109.0219713368,11770.8642813689,220024.616951742,0,0,0,0,0,0,0,0,118614.093912256,0,0,36218.0439426736,0,3621.80439426736,0
"2010027001_2010027102001001","HL2",44.26,-63.31,2010,7,2,0,0,0,0,0,0,0,23294.5456740465,0,2140.13493825162,0,905.441704644916,0,0,142.607068481574,0,0,0,0,2.26360426161229,0,905.441704644916,0,5432.6502278695,0,0,0,0,4527.20852322458,0,0,13581.6255696737,8148.97534180424,905.441704644916,0,2.26360426161229,0,28974.1345486373,24446.9260254127,127667.280354933,0,0,0,0,0,0,0,0,95976.8206923611,0,0,9959.85875109407,0,1810.88340928983,0
"2010027102_2010027102102001","HL2",44.26,-63.31,2010,7,19,0,0,0,0,0,1358.17197393778,0,19618.0396235457,0,603.631988416792,0,0,0,0,724.35838610015,0,0,0,452.723991312594,9.05447982625187,0,0,0,2279.46529625891,0,0,2.26361995656297,0,0,0,0,2716.34394787556,3621.79193050075,905.447982625187,0,0,0,2716.34394787556,4527.23991312594,32143.4033831941,0,0,0,0,0,0,0,0,22636.1995656297,0,0,1810.89596525037,0,905.447982625187,0
"2010027195_2010027102195001","HL2",44.26,-63.32,2010,8,1,0,0,0,0,0,0,0,19014.3153753688,0,452.721794651638,0,0,0,0,319.168865229405,0,0,0,0,0,0,0,0,0,0,0,0,0,226.360897325819,0,0,2489.96987058401,5659.02243314548,1584.52628128073,0,0,0,1131.8044866291,452.721794651638,19693.3980673463,0,0,0,0,0,0,0,0,5432.66153581966,0,0,0,0,905.443589303277,0
"2010666005_2010666102005001","HL2",44.26,-63.31,2010,8,31,0,0,0,0,0,0,0,25654.1816316059,1056.34865541907,1207.25560619322,0,3169.04596625721,0,0,0,0,2263.60426161229,0,0,0,0,0,0,0,0,2263.60426161229,0,0,0,0,0,1358.16255696737,6790.81278483687,0,0,0,0,452.720852322458,10412.5796034165,67908.1278483687,0,0,28521.4136963148,0,0,0,0,0,1810.88340928983,0,0,0,0,0,0
"2010666006_2010666102006001","HL2",44.26,-63.31,2010,10,13,0,0,0,0,0,0,1358.17974705728,13808.160761749,565.908227940532,339.544936764319,0,0,0,452.726582352426,2.26363291176213,0,0,452.726582352426,0,13.5817974705728,0,0,0,1810.9063294097,0,0,0,0,0,0,0,905.453164704851,5432.71898822911,3621.81265881941,0,0,0,1810.9063294097,905.453164704851,26710.8683587931,0,0,22183.6025352689,0,0,0,0,0,0,0,0,0,0,0,0
"2010070002_2010070102002001","HL2",44.26,-63.34,2010,11,7,0,0,0,0,0,0,0,13468.4721318586,0,0,0,0,0,452.721752331381,0,0,0,0,2.26360876165691,0,0,0,0,20.3724788549122,0,905.443504662763,0,0,0,0,0,1358.16525699414,1810.88700932553,6338.10453263934,0,0,0,452.721752331381,9054.43504662763,47083.0622424637,0,0,11318.0438082845,0,0,0,0,0,452.721752331381,0,0,1358.16525699414,0,0,0
"2010666007_2010666102007001","HL2",44.26,-63.31,2010,11,22,0,0,0,0,0,0,452.725592854943,11242.6855558978,0,452.725592854943,0,2263.62796427472,0,2263.62796427472,0,0,0,905.451185709886,0,0,0,0,0,0,0,1358.17677856483,0,0,6338.1582999692,0,0,5432.70711425932,8149.06067138897,8601.78626424392,0,0,0,3169.0791499846,10865.4142285186,79226.978749615,0,0,9959.96304280875,0,0,0,0,0,905.451185709886,0,0,452.725592854943,0,0,0
"2010049001_2010049102001002","HL2",44.27,-63.32,2010,12,16,0,0,0,0,0,0,0,7202.39645741078,41.1565511852045,411.565511852045,0,4979.94269340974,0,1358.16618911175,11.3180515759312,0,0,452.722063037249,0,0,0,0,0,72.4355300859599,0,905.444126074499,0,0,0,452.722063037249,0,3169.05444126075,4979.94269340974,10865.329512894,0,0,0,0,4527.22063037249,49346.7048710602,0,0,8148.99713467049,0,0,0,0,0,2716.3323782235,0,0,1358.16618911175,0,452.722063037249,0
"2011666001_2011666102001001","HL2",44.26,-63.31,2011,1,17,0,0,0,0,0,0,1810.88717860655,1440.47843752794,82.3130535730252,0,0,1810.88717860655,0,0,95.0715768768441,0,0,0,0,0,0,0,0,2.26360897325819,0,1810.88717860655,0,0,0,0,1358.16538395492,905.443589303277,0,905.443589303277,0,0,0,0,452.721794651638,75604.5397068236,0,0,905.443589303277,0,0,0,0,0,15392.5410181557,905.443589303277,0,18108.8717860655,0,452.721794651638,0
"2011002000_2011002102000001","HL2",44.26,-63.31,2011,2,5,0,0,0,0,0,337.851302667521,0,2563.15292514882,0,30.8813605439617,0,3716.36432934273,337.851302667521,337.851302667521,20.3724335508515,0,0,0,337.851302667521,2.26360372787239,0,0,0,0,0,337.851302667521,0,0,3716.36432934273,0,1351.40521067008,0,337.851302667521,6081.32344801537,0,0,0,3378.51302667521,0,55407.6136374734,0,0,0,0,0,0,0,2.26360372787239,9459.83647469058,0,0,3040.66172400769,0,0,0
"2011002005_2011002102005001","HL2",44.26,-63.32,2011,2,18,0,0,0,0,0,0,0,1379.7343731151,0,86.233398319694,0,905.450682356787,0,0,20.3726403530277,0,0,452.725341178393,0,0,0,0,0,0,0,905.450682356787,2.26362670589197,0,2263.62670589197,0,452.725341178393,452.725341178393,1810.90136471357,7696.33080003269,0,0,0,4527.25341178393,2716.35204707036,69719.7025414726,0,0,0,0,0,0,0,0,14939.936258887,452.725341178393,0,14487.2109177086,0,452.725341178393,0
"2011002068_2011002102068001","HL2",44.26,-63.31,2011,3,7,0,0,0,0,0,905.443589303277,0,1077.90903488485,0,64.6745420930912,0,0,452.721794651638,0,43.0085704919056,0,0,0,0,0,0,0,0,6.79082691977458,0,1358.16538395492,6.79082691977458,0,0,0,905.443589303277,2263.60897325819,6338.10512512294,3169.05256256147,0,0,0,0,0,38934.0743400409,0,0,0,0,0,0,0,907.707198276535,8148.99230372949,0,0,3169.05256256147,0,452.721794651638,0
"2011666002_2011666102002001","HL2",44.26,-63.73,2011,3,31,0,0,0,0,0,0,0,10453.7360445368,2304.76070273251,823.128822404469,0,5432.6502278695,0,0,27.1632511393475,905.441704644916,0,0,0,2.26360426161229,0,0,0,905.441704644916,0,905.441704644916,0,0,7243.53363715933,0,9054.41704644916,905.441704644916,10865.300455739,6338.09193251441,0,4.52720852322458,0,2716.32511393475,9054.41704644916,86016.961941267,0,0,0,0,0,0,0,0,29879.5762532822,0,0,5432.6502278695,0,905.441704644916,0
"2011004012_2011004102002001","HL2",44.27,-63.32,2011,4,8,0,0,0,0,0,0,0,24084.9510535922,724.359430183223,4346.15658109934,0,3621.79715091612,0,0,24.8998554125483,4527.24643864514,0,0,0,0,0,0,0,7243.59430183223,0,905.449287729029,0,0,11770.8407404774,0,3621.79715091612,3621.79715091612,20825.3336177677,10865.3914527483,0,0,0,3621.79715091612,1810.89857545806,65192.3487164901,0,0,905.449287729029,0,0,0,0,0,37123.4207968902,0,0,10865.3914527483,0,2716.34786318709,0
"2011004188_2011004102067001","HL2",44.26,-63.32,2011,4,23,0,0,0,0,0,905.452398136605,0,34859.9173282593,1810.90479627321,30785.3815366446,0,1810.90479627321,0,0,0,905.452398136605,0,0,0,0,0,0,0,8149.07158322945,0,905.452398136605,2.26363099534151,0,67908.9298602454,0,5432.71438881963,1810.90479627321,15392.6907683223,19919.9527590053,0,0,0,8149.07158322945,4527.26199068303,48894.4294993767,0,0,0,0,0,0,0,1810.90479627321,23541.7623515517,0,0,24447.2147496883,0,0,0
"2011009002_2011009102001001","HL2",44.26,-63.33,2011,5,6,0,0,0,0,0,17203.5725284878,0,28295.3495534339,679.088389282415,4979.98152140437,0,2263.62796427472,0,0,11.3181398213736,0,0,0,0,0,0,452.725592854943,0,1813.16599938405,0,3169.0791499846,2.26362796427472,0,9054.51185709886,0,8601.78626424392,10865.4142285186,20372.6516784724,17656.2981213428,0,0,0,11770.8654142285,4074.53033569449,41198.0289497998,0,0,0,0,0,0,0,2727.67169695103,23541.730828457,0,0,8601.78626424392,0,1810.90237141977,0
"2011009379_2011009102053001","HL2",44.26,-63.32,2011,5,28,0,0,0,2.26360897325819,0,16297.984607459,0,37575.908956086,0,452.721794651638,0,1810.88717860655,0,0,15.8452628128073,452.721794651638,0,0,454.985403624897,0,0,0,0,5887.64693944456,0,2263.60897325819,2.26360897325819,0,4074.49615186475,0,0,4979.93974116802,21730.6461432786,2263.60897325819,0,0,0,10865.3230716393,4074.49615186475,59759.2768940163,0,0,0,0,0,0,0,1813.15078757981,27616.0294737499,0,0,11318.044866291,0,0,0
"2011666003_2011666102003001","HL2",44.26,-63.31,2011,6,16,0,0,0,4.52720852322458,0,0,0,19912.9096698224,0,1361.56647315025,0,2743.76274134823,0,0,697.258706645119,0,0,685.940685337058,2.26360426161229,9.05441704644916,685.940685337058,685.940685337058,0,13721.0773110028,0,1371.88137067412,0,0,9603.16959471881,0,1371.88137067412,2057.82205601117,11660.99165073,5487.52548269646,0,0,0,4115.64411202234,20578.2205601117,156394.476256849,0,0,0,0,1371.88137067412,0,0,692.731498121894,13718.8137067411,0,0,4115.64411202234,0,0,0
"2011025001_2011025102001001","HL2",44.26,-63.31,2011,7,5,905.450113181264,0,0,4.52725056590632,0,3621.80045272506,0,42254.3386151257,0,2716.35033954379,0,1810.90022636253,0,0,4.52725056590632,0,0,0,2.26362528295316,4.52725056590632,0,3621.80045272506,0,905.450113181264,0,3621.80045272506,0,0,17203.552150444,0,1810.90022636253,1810.90022636253,2716.35033954379,2716.35033954379,0,0,0,11770.8514713564,9959.95124499391,115897.614487202,0,0,905.450113181264,0,0,0,0,1817.69110221139,30785.303848163,0,0,11770.8514713564,0,905.450113181264,0
"2011025169_2011025102169001","HL2",44.26,-63.31,2011,7,23,0,0,0,0,0,2057.83092861091,0,7401.46274050789,61.6788561708991,740.146274050789,0,2057.83092861091,0,0,15.845298150304,0,685.943642870302,0,0,6.79084206441599,0,685.943642870302,0,15093.0237571681,0,0,0,0,2057.83092861091,0,2057.83092861091,1371.8872857406,6859.43642870302,5487.54914296241,0,0,0,3429.71821435151,8917.26735731392,47330.1113580508,0,0,0,0,0,0,0,1371.8872857406,27437.7457148121,0,0,2057.83092861091,0,0,0
"2011025281_2011025102281001","HL2",44.26,-63.31,2011,8,8,0,0,0,0,0,0,0,4178.96744679335,0,1044.74186169834,0,0,0,0,18.1088589361045,0,0,0,153.170765167884,759.063003738382,0,150.907157800871,0,301.814315601742,0,0,0,0,301.814315601742,0,603.628631203485,150.907157800871,603.628631203485,3319.95747161917,0,0,0,603.628631203485,4527.21473402613,21127.002092122,0,0,0,0,0,0,0,301.814315601742,603.628631203485,150.907157800871,0,150.907157800871,0,301.814315601742,0
"2011666004_2011666102004001","HL2",44.26,-63.31,2011,8,31,0,0,0,0,0,1358.17974705728,0,8828.1683558723,150.908860784142,603.635443136568,0,905.453164704851,0,0,0,0,1810.9063294097,0,0,0,0,452.726582352426,0,4074.53924117183,0,905.453164704851,0,0,0,0,6790.89873528639,905.453164704851,2716.35949411455,4074.53924117183,0,0,0,905.453164704851,1358.17974705728,50252.6506411193,0,0,0,0,0,0,0,905.453164704851,1358.17974705728,0,0,2716.35949411455,0,0,0
"2011043007_2011043102001001","HL2",44.26995,-63.31996,2011,9,23,0,0,0,0,0,0,0,8149.08989426029,0,1056.36350481152,0,3040.70518442548,0,2027.13678961699,13.5818164904338,0,1689.28065801416,337.856131602831,0,337.856131602831,0,0,0,3394.40676860048,0,0,0,0,0,0,2027.13678961699,1689.28065801416,6419.26650045379,3378.56131602831,0,0,0,6081.41036885096,8108.54715846795,29393.4834494463,0,0,39867.0235291341,0,0,0,0,0,337.856131602831,0,0,0,0,337.856131602831,0
"2011043067_2011043102008001","HL2",44.26866,-63.32222,2011,9,30,0,0,0,0,0,0,0,7154.77536023957,0,863.507371063397,0,13032.9802996214,0,9603.24864182626,0,0,685.946331559019,0,0,0,0,0,0,685.946331559019,0,1371.89266311804,0,0,0,685.946331559019,2743.78532623607,1371.89266311804,3429.73165779509,10289.1949733853,0,0,0,3429.73165779509,0,43900.5652197772,0,0,72710.311145256,0,0,0,0,0,685.946331559019,0,0,685.946331559019,0,0,0
"2011043188_2011043102048001","HL2",44.26951,-63.3203,2011,10,14,0,0,0,0,0,1810.89300525297,4074.50926181919,11589.715233619,0,181.089300525297,0,16750.76029859,0,23541.6090682886,18.1089300525297,0,0,0,0,4.52723251313243,0,0,0,905.446502626486,0,907.710118883052,0,0,0,0,452.723251313243,0,452.723251313243,6338.1255183854,452.723251313243,0,0,1358.16975393973,1810.89300525297,23994.3323196019,0,0,17656.2068012165,0,0,0,0,0,1358.16975393973,0,0,0,0,452.723251313243,0
"2011666005_2011666102005001","HL2",44.26,-63.31,2011,11,7,0,0,0,0,0,905.441704644916,0,8566.87151317882,0,139.298723791526,0,134005.372287448,0,44366.6435276009,13.5816255696737,0,0,0,0,0,0,0,0,0,0,28974.1345486373,0,0,0,0,0,1810.88340928983,0,905.441704644916,0,0,0,3621.76681857966,905.441704644916,84206.0785319772,0,0,41650.3184136661,0,0,0,0,0,4527.20852322458,0,0,5432.6502278695,0,0,0
"2011666006_2011666102006001","HL2",43.26,-63.31,2011,11,22,0,0,0,0,0,0,2057.83092861091,1681.54184452205,0,0,0,36355.013072126,0,24693.9711433309,4.52722804294399,0,0,1371.8872857406,0,0,0,0,0,15.845298150304,0,8917.26735731392,0,0,0,0,1371.8872857406,0,6859.43642870302,6859.43642870302,0,0,0,1371.8872857406,9603.21100018422,67222.4770012896,0,0,10975.0982859248,0,0,0,0,0,3429.71821435151,0,0,0,0,685.943642870302,0
"2011666007_2011666102007001","HL2",44.26,-63.31,2011,12,6,0,0,0,0,0,13581.684128832,3621.78243435519,3061.26848618117,43.1164575518475,43.1164575518475,0,129478.722028198,0,26257.9226490751,0,0,0,1810.8912171776,0,0,0,0,0,0,0,219117.837278489,0,0,0,0,0,1810.8912171776,3621.78243435519,11770.7929116544,0,0,0,1810.8912171776,4527.22804294399,72435.6486871039,0,0,44366.8348208511,0,0,0,0,0,22636.14021472,0,0,5432.67365153279,0,2716.33682576639,0
"2012666001_S2012666102001001","HL2",44.26833,-63.31833,2012,1,23,0,0,0,0,0,0,0,1810.9063294097,0,246.941772192232,0,4527.26582352426,0,0,86.0180506469609,0,0,1358.17974705728,0,0,0,0,0,0,0,1362.7070128808,0,0,452.726582352426,0,0,0,6338.17215293396,7696.35189999124,0,0,0,4527.26582352426,3621.81265881941,56590.8227940532,0,0,905.453164704851,0,0,0,0,454.990215264188,2263.63291176213,0,0,0,0,1358.17974705728,0
"20120021_S2012002102001001","HL2",44.2695,-63.3217,2012,2,11,0,0,0,0,0,0,0,594.571711278368,0,0,0,12347.0151471962,0,0,0,3429.72642977673,0,2743.78114382139,0,0,0,0,0,688.208905398999,0,3431.99004922039,0,0,2743.78114382139,0,685.945285955347,685.945285955347,3429.72642977673,8231.34343146416,685.945285955347,0,0,6859.45285955346,2743.78114382139,98776.1211775699,0,0,0,0,0,0,0,1371.89057191069,4115.67171573208,0,0,685.945285955347,0,0,0
"201200247_S2012002102047001","HL2",44.2715,-63.3253,2012,2,19,0,0,0,2.26360426161229,0,0,0,2155.81358248789,0,43.1162716497579,0,8148.97534180424,0,0,29.4268554009598,0,0,2716.32511393475,0,0,0,0,0,2.26360426161229,0,18108.8340928983,2.26360426161229,0,1810.88340928983,0,1810.88340928983,0,13581.6255696737,4527.20852322458,0,0,0,8148.97534180424,4527.20852322458,111369.329671325,0,0,905.441704644916,0,0,0,0,905.441704644916,28068.6928439924,0,0,1810.88340928983,0,3621.76681857966,0
"201200290_S2012002102090001","HL2",44.2728,-63.3243,2012,3,5,0,0,0,0,0,0,226.360426161229,1131.80213080614,0,150.906950774153,0,2037.24383545106,0,0,43.0084809706335,0,0,679.081278483687,0,2.26360426161229,0,226.360426161229,0,1362.6897654906,0,1584.5229831286,11.3180213080614,0,226.360426161229,0,226.360426161229,1810.88340928983,4074.48767090212,10412.5796034165,0,0,0,679.081278483687,1358.16255696737,29653.215827121,0,0,0,0,0,0,0,233.151238946066,1810.88340928983,226.360426161229,0,1584.5229831286,0,1584.5229831286,0
"2012002148_S2012002102148001","HL2",44.2688,-63.3208,2012,3,18,0,0,0,0,0,0,0,6430.07560697234,0,52.2770374550597,0,9603.13336522945,0,0,701.783267569018,685.93809751639,0,1371.87619503278,0,0,0,0,0,7547.58266840209,0,0,0,0,1371.87619503278,0,2743.75239006556,0,3429.69048758195,17148.4524379097,0,0,0,3429.69048758195,4115.62858509834,36354.7191683687,0,685.93809751639,0,0,0,0,0,0,5487.50478013112,0,0,1371.87619503278,0,685.93809751639,0
"2012666002_S2012666102002001","HL2",44.26666,-63.31666,2012,3,29,0,0,0,0,0,2057.84810160194,0,5818.34350678071,254.817963800615,339.757285067486,0,5487.59493760516,0,0,0,4801.64557040451,0,685.949367200645,0,0,0,0,0,15097.6769771495,0,6859.49367200645,0,0,34983.4177272329,0,0,1371.89873440129,6173.54430480581,2057.84810160194,0,0,0,4115.69620320387,2743.79746880258,104950.253181699,0,685.949367200645,0,0,0,0,0,2057.84810160194,22636.3291176213,0,0,2743.79746880258,0,685.949367200645,0
"2012666003_S2012666102003001","HL2",44.26833,-63.31999,2012,4,18,0,0,0,0,0,7545.4430392071,0,20259.5145602711,1697.7246838216,2037.26962058592,0,2743.79746880258,0,0,29.4272278529077,3429.74683600323,0,685.949367200645,0,2.26363291176213,0,685.949367200645,0,21264.43038322,0,0,0,0,52818.1012744497,0,0,1371.89873440129,1371.89873440129,2743.79746880258,0,0,0,10975.1898752103,2743.79746880258,34297.4683600323,0,0,0,0,0,0,0,690.476633024169,21950.3797504206,0,0,11661.139242411,0,0,0
"2012666004_S2012666102004001","HL2",44.2675,-63.31945,2012,5,2,0,0,0,4.5272554928342,0,39839.848336941,0,7325.92252476807,0,2057.84340583373,0,3621.80439426736,0,0,957.514536734434,1810.90219713368,905.451098566841,0,9.05451098566841,0,0,1810.90219713368,0,20825.3752670373,0,905.451098566841,0,0,5432.70659140104,905.451098566841,0,4527.2554928342,38934.3972383741,17203.57087277,0,0,0,6338.15768996788,8149.05988710157,55232.5170125773,0,0,0,0,0,0,0,16304.9106574424,20825.3752670373,0,0,9054.51098566841,0,2716.35329570052,0
"2012666005_S2012666102005001","HL2",44.26833,-63.31833,2012,5,15,0,0,0,2.263614021472,0,135.545749788742,0,10264.4359532214,0,679.763970412011,0,0,0,0,0,0,0,0,2.263614021472,0,0,0,0,815.538112753926,0,0,0,0,0,0,813.274498732454,0,677.728748943711,8132.74498732454,0,0,0,677.728748943711,2304.27774640862,7997.19923753579,0,0,0,0,0,0,0,2.263614021472,2439.82349619736,0,0,406.637249366227,0,135.545749788742,0
"18MF12001002_S2012001102001001","HL2",44.2684,-63.31497,2012,6,1,0,0,0,0,0,0,0,25955.9073374508,0,0,0,150.906438008435,0,0,6.79078971037957,0,0,0,2.26359657012652,0,0,0,0,1358.15794207591,0,0,0,0,0,0,0,301.81287601687,7998.04121444704,1207.25150406748,0,0,0,301.81287601687,905.438628050608,8601.66696648078,0,0,150.906438008435,0,0,0,0,2.26359657012652,1509.06438008435,301.81287601687,0,150.906438008435,0,603.625752033739,0
"2012666006_S2012666102006001","HL2",44.26833,-63.31833,2012,6,18,0,0,0,0,0,181.090022636253,0,8213.72602671575,0,64.675008084376,0,362.180045272506,0,0,13.581751697719,0,0,0,0,0,0,0,0,90.5450113181264,0,181.090022636253,0,0,0,0,0,0,2716.35033954379,452.725056590632,0,0,0,90.5450113181264,1086.54013581752,5704.33571304196,0,0,0,0,0,0,0,92.8086366010796,1720.3552150444,0,0,0,0,271.635033954379,0
"20120221_S2012022102001001","HL2",44.2677,-63.3175,2012,7,4,0,0,0,0,0,679.084942524375,0,12886.5057757434,0,339.11857304588,0,1131.80823754062,0,0,0,0,226.361647508125,905.4465900325,0,0,0,0,0,1358.16988504875,0,0,0,0,0,0,452.72329501625,2037.25482757312,10186.2741378656,3169.06306511375,0,0,0,2489.97812258937,2263.61647508125,23541.611340845,0,0,226.361647508125,0,0,0,0,0,452.72329501625,226.361647508125,0,0,0,0,0
"2012022144_S2012022102144001","HL2",44.268,-63.3187,2012,7,21,0,0,0,0,0,0,0,18901.1095835243,0,0,0,10975.0590940442,0,4115.64716026658,0,0,2743.76477351105,0,0,0,0,0,0,1371.88238675553,0,0,0,0,0,0,4801.58835364435,685.941193377764,4115.64716026658,1371.88238675553,0,0,0,7545.3531271554,17148.5298344441,82998.8843987094,0,0,685.941193377764,0,0,0,0,0,10975.0590940442,0,0,685.941193377764,0,0,0
