# AZMP_SST_Monthly.dat   2020-03-21 11:43
# Peter Galbraith <Peter.Galbraith@dfo-mpo.gc.ca>
#
# SST averaged monthly over AE regions.
#
# col  1: Year
# col  2: Month
#
# col  3: SST in NAFO 2G
# col  4: SST in NAFO 2H
# col  5: SST in NAFO 2J
# col  6: SST in NAFO 3K 
# col  7: SST in NAFO 3L
# col  8: SST in NAFO 3M
# col  9: SST in NAFO 3N
# col 10: SST in NAFO 3O
# col 11: SST in NAFO 3P
# col 12: SST in GSL
# col 13: SST in Estuary
# col 14: SST in NAFO 4Vn
# col 15: SST in NAFO 4Vs
# col 17: SST in NAFO 4W
# col 18: SST in NAFO 4X SS
# col 19: SST in NAFO 4X eGdM+BdF
# col 20: SST standardized anomaly in NAFO 2G
# col 21: SST standardized anomaly in NAFO 2H
# col 22: SST standardized anomaly in NAFO 2J
# col 23: SST standardized anomaly in NAFO 3K
# col 24: SST standardized anomaly in NAFO 3L 
# col 25: SST standardized anomaly in NAFO 3M 
# col 26: SST standardized anomaly in NAFO 3N
# col 27: SST standardized anomaly in NAFO 3O
# col 28: SST standardized anomaly in NAFO 3P
# col 29: SST standardized anomaly in GSL
# col 30: SST standardized anomaly in Estuary
# col 31: SST standardized anomaly in NAFO 4Vn
# col 32: SST standardized anomaly in NAFO 4Vs
# col 33: SST standardized anomaly in NAFO 4W
# col 34: SST standardized anomaly in NAFO 4X SS
# col 35: SST standardized anomaly in NAFO 4X eGdM+BdF
#
# Missing value parameter: -99
#Yr  Mn    2G    2H    2J    3K    3L    3M    3N    3O    3P   GSL   Est   4Vn   4Vs    4W  4XSS 4XeGdM   2J    3K    3L    3M    3N    3O    3P   GSL   Est   4Vn   4Vs    4W  4XSS 4XeGdM
1999 08  3.47  6.34  7.73 10.85 14.06 14.04 17.70 19.08 17.42 16.09 10.68 18.38 18.98 19.21 17.28 15.03  0.35  0.46  1.41  1.03  2.31  2.22  1.48  0.67  0.43  1.16  1.49  1.23  0.87  1.34
1999 09  2.25  4.12  5.34  9.26 12.54 13.41 12.77 16.69 16.03 14.44  9.18 16.52 17.71 18.82 17.79 14.72  0.01  0.75  1.10  0.82 -0.56  1.27  1.89  1.85  1.66  1.77  1.94  2.08  2.00  1.61
1999 10  1.16  1.95  2.57  5.02  8.24 10.71 10.51 12.62 10.80  8.63  5.04 10.72 12.46 14.08 13.35 12.47 -0.03  0.01  0.08  0.39  0.39  0.21  0.13  0.31  0.61 -0.04  0.24  0.56  0.09  0.81
1999 11   -99   -99  0.78  1.68  3.98  7.57  6.63  8.74  6.50  4.17  2.01  6.39  8.18  9.73  9.55 10.19 -0.14 -0.49 -0.88 -0.73 -0.08 -0.10 -0.35 -0.16  0.09 -0.19  0.22  0.42  0.02  0.85
1999 12   -99 -0.50   -99   -99  2.10  5.81  4.25  6.07  3.85  1.84   -99  3.69  5.15  7.22  7.15  7.83   -99   -99 -0.01 -0.35  0.43  0.70  0.15  0.28   -99  0.47  0.58  1.54  1.27  1.05
2000 01   -99   -99   -99   -99   -99  4.69  2.45  4.02   -99   -99   -99   -99  2.77  4.38  4.09  5.62   -99   -99   -99  0.35  0.28  0.87   -99   -99   -99   -99  0.78  1.44  1.48  1.53
2000 02   -99   -99   -99   -99   -99  4.26  2.40  3.14  1.16   -99   -99   -99  1.57  3.05  2.05  3.48   -99   -99   -99  0.46  0.82  1.05  0.38   -99   -99   -99  0.53  1.38  0.82  0.79
2000 03   -99   -99   -99   -99   -99  3.64  2.15  2.88  0.82 -1.24 -0.13 -0.66  1.48  2.38  1.87  3.35   -99   -99   -99 -0.03  1.09  1.27  0.53 -0.21  0.36 -0.13  0.89  1.08  0.96  1.04
2000 04   -99   -99   -99 -0.91  0.45  3.97  2.54  3.87  1.64  0.09  0.82  0.44  2.34  3.40  3.11  4.63   -99 -0.56 -0.10  0.07  0.75  1.45  0.72  0.11 -0.41  0.23  1.04  1.25  1.16  1.38
2000 05   -99   -99 -0.23  0.01  2.18  5.81  4.52  6.23  4.11  3.00  4.98  3.12  4.68  6.14  6.30  6.65 -0.52 -0.77  0.48  0.53  0.96  1.63  1.00 -0.09  0.50  0.43  1.00  1.33  1.41  1.09
2000 06 -0.05  1.11  2.20  3.84  5.05  7.29  7.85 10.01  8.33  8.50  7.79  8.19  9.42 10.51 10.80 10.04  0.32  0.51  0.34 -0.22  0.84  1.71  1.22  0.16 -0.42  0.57  1.44  1.35  1.43  1.38
2000 07  2.65  4.48  6.30  9.06 10.92 12.45 14.48 15.91 13.39 14.02 11.93 14.14 14.54 15.09 14.46 13.19  1.00  1.39  1.19  1.17  1.49  1.95  0.83  0.41  1.24  0.29  0.56  0.14  0.22  0.95
2000 08  3.91  7.49  9.45 12.51 14.51 14.77 16.43 17.94 17.05 16.66 11.59 18.16 17.99 18.54 17.63 14.84  2.07  2.12  1.86  1.76  1.04  1.08  1.11  1.24  1.34  0.94  0.50  0.56  1.22  1.15
2000 09  2.83  5.24  6.96  9.60 12.21 13.14 14.29 16.23 14.94 13.15  7.19 15.97 17.05 17.48 16.29 13.79  1.63  1.09  0.77  0.55  0.96  0.81  0.80  0.56 -0.33  1.22  1.28  0.74  0.50  0.68
2000 10   -99  1.84  3.25  5.45  8.78 10.91 11.05 13.47 10.90  8.22  4.04 11.03 13.02 14.40 13.69 11.93  0.65  0.44  0.62  0.59  0.93  1.06  0.23 -0.10 -0.39  0.27  0.80  0.88  0.43  0.27
2000 11   -99   -99  0.68  2.24  5.88  9.83  8.43 11.02  7.87  4.24  1.58  6.70  8.88  9.17  9.48  9.35 -0.24  0.07  1.02  1.53  1.72  2.18  1.02 -0.09 -0.34  0.12  0.92 -0.14 -0.05  0.01
2000 12   -99   -99   -99   -99   -99   -99  2.98  4.32  2.87   -99   -99   -99  3.58  5.66  5.89  7.35   -99   -99   -99   -99 -0.84 -1.05 -0.83   -99   -99   -99 -0.99 -0.02  0.01  0.57
2001 01   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99  1.96  4.22   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99 -0.65  0.13
2001 02   -99   -99   -99   -99   -99  3.31   -99   -99   -99   -99   -99   -99   -99  1.75  1.16  2.93   -99   -99   -99 -0.49   -99   -99   -99   -99   -99   -99   -99  0.08 -0.07  0.24
2001 03   -99   -99   -99   -99   -99  3.32  0.65  0.95 -0.27 -1.22 -0.68 -1.10 -0.03  1.01  0.52  2.23   -99   -99   -99 -0.35 -0.41 -0.66 -0.56 -0.19 -0.19 -0.57 -0.62 -0.29 -0.39 -0.08
2001 04   -99   -99   -99 -0.43 -0.05  3.56  0.92  1.58  0.19 -0.44  1.24 -0.55  0.39  1.34  1.32  2.53   -99 -0.08 -0.60 -0.34 -0.87 -0.84 -0.73 -0.42  0.01 -0.76 -0.91 -0.81 -0.63 -0.72
2001 05   -99  0.12 -0.06  0.49  1.41  5.49  2.82  4.42  3.32  4.14  5.68  3.28  3.70  4.84  5.24  5.66 -0.35 -0.29 -0.29  0.21 -0.74 -0.18  0.21  1.05  1.20  0.59  0.02  0.03  0.35  0.10
2001 06  0.27  1.12  2.37  4.58  5.21  9.15  7.73  8.92  7.97  9.68  9.44  9.03  9.02 10.35 10.64  9.42  0.49  1.25  0.50  1.64  0.72  0.62  0.86  1.34  1.23  1.41  1.04  1.19  1.27  0.76
2001 07  2.29  3.44  4.51  7.38  9.88 11.76 13.80 14.35 12.70 13.89 10.14 14.73 14.55 15.11 13.13 12.11 -0.79 -0.29  0.15  0.48  0.81  0.39  0.14  0.28 -0.55  0.88  0.57  0.16 -1.11 -0.13
2001 08  3.53  6.58  7.48 10.18 12.85 13.27 15.85 16.78 15.96 16.03 10.42 18.07 17.64 17.88 15.86 13.22  0.10 -0.21  0.20  0.26  0.46 -0.08  0.02  0.61  0.17  0.85  0.15 -0.10 -0.55 -0.47
2001 09  2.40  4.62  6.10  8.97 11.33 12.95 13.53 14.89 14.38 13.29  7.73 15.46 16.06 17.35 16.59 12.86  0.77  0.46 -0.11  0.36  0.20 -0.53  0.24  0.70  0.21  0.71  0.29  0.61  0.80 -0.25
2001 10  1.46  2.27  3.03  5.96  9.00 10.44 10.50 12.64 11.79  9.26  4.70 12.56 13.62 14.77 14.43 12.10  0.43  0.95  0.84  0.12  0.38  0.23  1.12  0.94  0.27  1.80  1.40  1.25  1.17  0.44
2001 11  0.32  0.75  1.14  2.58  5.67  8.82  7.31  9.89  7.67  4.38  2.18  6.61  8.85 10.09 10.07  9.20  0.22  0.41  0.81  0.52  0.60  1.05  0.82  0.05  0.26  0.03  0.89  0.78  0.54 -0.14
2001 12   -99   -99   -99  0.63  2.64  6.73  4.09  6.68  4.37  1.82  0.48  3.58  5.39  6.64  7.35  7.52   -99 -0.12  0.53  0.57  0.27  1.31  0.67  0.26  0.46  0.36  0.82  0.96  1.47  0.74
2002 01   -99   -99   -99   -99   -99   -99  2.37  3.92  1.49   -99   -99   -99  2.27  3.48  3.48  5.06   -99   -99   -99   -99  0.20  0.77 -0.09   -99   -99   -99  0.28  0.54  0.87  0.97
2002 02   -99   -99   -99   -99   -99  3.39  1.20  1.66   -99   -99   -99   -99  0.81  1.84  1.50  2.90   -99   -99   -99 -0.41 -0.38 -0.43   -99   -99   -99   -99 -0.23  0.17  0.27  0.21
2002 03   -99   -99   -99   -99   -99  3.54  0.68  1.52  0.38   -99 -0.86 -0.73  0.72  1.53  1.55  3.09   -99   -99   -99 -0.13 -0.38 -0.09  0.09   -99 -0.37 -0.20  0.13  0.23  0.64  0.78
2002 04   -99   -99   -99 -1.06 -0.05  3.52  1.19  2.20  0.58 -0.18  2.04 -0.05  1.36  2.33  2.89  4.22   -99 -0.71 -0.60 -0.38 -0.60 -0.22 -0.34 -0.16  0.81 -0.26  0.06  0.18  0.94  0.97
2002 05   -99   -99 -0.01  0.30  0.84  4.14  2.31  3.88  2.39  2.39  4.38  2.27  3.22  4.86  5.59  6.45 -0.30 -0.48 -0.86 -1.14 -1.25 -0.72 -0.72 -0.70 -0.10 -0.42 -0.46  0.05  0.70  0.89
2002 06   -99  1.58  1.14  3.36  4.39  6.26  6.32  8.28  6.90  7.86  8.20  7.27  8.02  9.06  9.28  9.04 -0.74  0.03 -0.32 -1.25 -0.69 -0.02 -0.21 -0.48 -0.01 -0.35  0.04 -0.10 -0.09  0.38
2002 07  1.26  3.49  5.11  8.33 10.33 11.51 13.46 13.95 11.83 13.13 11.05 12.79 12.80 14.20 14.02 12.84 -0.19  0.66  0.60  0.23  0.47 -0.01 -0.73 -0.48  0.36 -1.06 -1.18 -0.75 -0.22  0.60
2002 08  3.12  4.84  6.56 10.29 13.12 13.85 15.58 17.15 16.52 15.92 11.20 17.93 17.84 18.43 17.71 14.82 -0.82 -0.10  0.47  0.84  0.19  0.29  0.58  0.50  0.95  0.71  0.35  0.45  1.30  1.13
2002 09  2.24  3.88  4.73  7.58 11.12 12.77 13.70 15.74 13.36 12.14  8.29 14.27 15.71 17.16 17.11 14.24 -0.60 -0.93 -0.32  0.18  0.37  0.32 -0.78 -0.45  0.77 -0.48 -0.06  0.42  1.32  1.13
2002 10  1.20  1.90  1.74  3.68  7.34  9.88  9.99 12.26  9.58  7.68  4.63  9.70 11.92 13.73 13.87 12.64 -0.86 -1.33 -0.82 -0.44 -0.13 -0.15 -1.09 -0.64  0.20 -1.06 -0.30  0.21  0.61  0.98
2002 11   -99  0.61  0.77  1.77  3.46  7.27  5.82  7.44  5.27  3.48  1.25  5.24  6.99  8.81  9.08  9.63 -0.15 -0.40 -1.40 -1.03 -0.89 -1.40 -1.58 -0.85 -0.67 -1.34 -0.97 -0.50 -0.45  0.29
2002 12   -99   -99   -99   -99  0.96  4.72  2.85  3.69  2.20  0.76   -99  2.34  3.18  5.10  5.09  6.96   -99   -99 -1.15 -1.44 -0.97 -1.68 -1.50 -0.80   -99 -0.88 -1.39 -0.58 -0.79  0.18
2003 01   -99   -99   -99   -99   -99  3.84  1.82  1.86   -99   -99   -99   -99  1.08  2.21  2.20  3.71   -99   -99   -99 -0.50 -0.35 -1.29   -99   -99   -99   -99 -0.91 -0.73 -0.41 -0.38
2003 02   -99   -99   -99   -99   -99   -99  1.43  1.48   -99   -99   -99   -99  0.38  1.13  0.37  2.36   -99   -99   -99   -99 -0.15 -0.61   -99   -99   -99   -99 -0.66 -0.54 -0.86 -0.33
2003 03   -99   -99   -99   -99   -99  3.68  0.22  0.58   -99   -99   -99   -99   -99  0.34  0.11  1.91   -99   -99   -99  0.01 -0.84 -1.03   -99   -99   -99   -99   -99 -0.96 -0.80 -0.40
2003 04   -99   -99   -99   -99  0.09  4.17  0.47  0.82  0.17 -0.76  0.82 -0.22  0.39  1.35  1.29  2.67   -99   -99 -0.46  0.27 -1.32 -1.60 -0.75 -0.74 -0.41 -0.43 -0.91 -0.80 -0.66 -0.58
2003 05   -99  0.54  0.28  0.62  1.31  5.05  2.44  3.64  2.53  2.72  4.32  2.41  2.92  4.52  5.09  5.30 -0.01 -0.16 -0.39 -0.23 -1.12 -0.96 -0.58 -0.37 -0.16 -0.28 -0.76 -0.29  0.20 -0.26
2003 06  0.37  2.20  2.30  3.21  4.00  6.89  5.82  7.37  6.60  8.18  8.04  7.57  7.49  8.92  9.49  8.41  0.42 -0.12 -0.71 -0.62 -1.19 -0.93 -0.51 -0.16 -0.17 -0.05 -0.49 -0.24  0.12 -0.25
2003 07  3.48  5.75  6.28  7.91 10.03 12.31 14.79 15.34 13.10 13.82 11.17 14.54 15.14 16.17 15.31 12.71  0.98  0.24  0.30  1.03  1.80  1.38  0.54  0.21  0.48  0.69  1.16  1.22  1.07  0.47
2003 08  4.40  7.66  8.50 10.95 13.19 13.16 15.77 17.76 16.65 15.64 11.14 17.48 18.07 18.54 15.96 14.24  1.12  0.56  0.54  0.15  0.38  0.90  0.71  0.22  0.89  0.26  0.58  0.56 -0.45  0.55
2003 09  2.62  5.05  6.63  9.62 12.31 13.02 13.87 16.09 14.47 12.94  7.25 15.08 16.62 17.52 15.23 12.98  1.30  1.11  0.87  0.43  0.54  0.67  0.33  0.35 -0.27  0.33  0.85  0.78 -0.56 -0.13
2003 10  1.62  2.80  4.00  6.78 10.20 11.26 11.43 14.62 12.82  9.27  4.46 12.46 14.13 14.98 13.34 11.65  1.40  1.77  2.04  0.94  1.31  2.21  2.15  0.95  0.03  1.70  1.91  1.46  0.08 -0.01
2003 11  0.30  0.87  1.25  2.35  4.80  7.99  6.96  9.06  7.06  4.14  1.34  6.75  8.71  9.75  9.09  8.99  0.33  0.18 -0.06 -0.31  0.25  0.22  0.21 -0.19 -0.58  0.17  0.75  0.44 -0.44 -0.35
2003 12   -99 -0.11 -0.04  0.73  2.28  6.81  4.25  5.53  3.97  1.44 -0.89  3.20  5.09  6.30  5.88  6.57 -0.12 -0.02  0.17  0.65  0.43  0.16  0.27 -0.12 -0.91 -0.02  0.52  0.62  0.00 -0.21
2004 01   -99   -99   -99   -99  0.89  4.91  2.54  2.90  1.82   -99   -99   -99  2.37  3.42  3.20  4.42   -99   -99  0.37  0.57  0.37 -0.25  0.24   -99   -99   -99  0.38  0.48  0.59  0.33
2004 02   -99   -99   -99   -99   -99  3.53  1.47  1.23   -99   -99   -99   -99   -99  1.00  0.38  1.93   -99   -99   -99 -0.27 -0.11 -0.86   -99   -99   -99   -99   -99 -0.67 -0.85 -0.76
2004 03   -99   -99   -99   -99  0.28  3.60  1.18  1.47  0.16   -99 -0.64   -99  0.21  0.80  0.13  1.26   -99   -99 -0.04 -0.07  0.12 -0.14 -0.13   -99 -0.15   -99 -0.38 -0.50 -0.78 -1.05
2004 04   -99   -99   -99 -0.55  0.94  4.60  2.55  2.82  1.14 -0.22  0.67  0.20  1.27  1.83  1.45  2.30   -99 -0.20  0.39  0.70  0.76  0.40  0.22 -0.20 -0.56 -0.01 -0.03 -0.32 -0.50 -0.95
2004 05   -99  0.40   -99  0.89  1.95  5.60  3.72  4.79  3.39  2.71  3.84  2.55  3.85  4.43  4.77  5.04   -99  0.11  0.25  0.32  0.16  0.19  0.28 -0.38 -0.64 -0.14  0.17 -0.38 -0.12 -0.52
2004 06  0.34  1.89  2.04  2.36  4.13  5.91  6.11  7.90  6.66  7.31  7.74  6.48  7.59  8.67  8.97  7.62  0.16 -0.97 -0.58 -1.60 -0.90 -0.40 -0.45 -1.03 -0.47 -1.14 -0.39 -0.49 -0.40 -1.04
2004 07  3.54  6.36  7.21  9.28 10.10 11.19 13.63 14.50 12.89 13.95 11.32 14.22 14.09 14.98 14.56 11.90  1.91  1.61  0.37 -0.09  0.64  0.54  0.33  0.34  0.63  0.37  0.11  0.03  0.32 -0.34
2004 08  3.88  6.61  9.28 12.57 13.93 13.63 16.17 17.27 16.99 16.09  9.52 18.06 18.33 18.54 16.90 13.28  1.90  2.18  1.28  0.62  0.78  0.41  1.05  0.67 -0.73  0.84  0.84  0.56  0.49 -0.41
2004 09  2.39  4.00  5.47  8.90 11.43 12.43 13.88 15.37 13.37 11.95  6.95 13.66 15.16 16.79 15.58 12.08  0.14  0.39 -0.01 -0.16  0.55 -0.05 -0.77 -0.64 -0.57 -1.09 -0.61  0.05 -0.21 -1.03
2004 10  1.24  2.32  3.01  5.11  7.97 11.23 10.13 11.68  9.76  8.74  4.69  9.91 10.83 12.56 13.72 11.33  0.41  0.10 -0.19  0.91  0.01 -0.73 -0.91  0.42  0.26 -0.85 -1.39 -0.96  0.46 -0.33
2004 11  0.28  0.80  1.13  2.42  4.24  8.81  6.12  7.47  6.63  4.75  2.55  6.54  7.36  8.65  9.28  8.99  0.21  0.25 -0.62  0.51 -0.59 -1.37 -0.22  0.42  0.63 -0.04 -0.60 -0.66 -0.25 -0.35
2004 12   -99   -99   -99  0.85  2.28  6.21  3.51  5.12  4.20  1.59 -0.14  3.37  4.46  5.42  5.98  6.42   -99  0.10  0.17  0.05 -0.31 -0.25  0.50  0.03 -0.16  0.15 -0.11 -0.26  0.10 -0.36
2005 01   -99   -99   -99   -99   -99  4.24  2.07  3.04  1.69   -99   -99   -99   -99  3.00  2.89  3.99   -99   -99   -99 -0.10 -0.10 -0.11  0.11   -99   -99   -99   -99  0.06  0.28 -0.10
2005 02   -99   -99   -99   -99  0.42  4.58  1.74  2.76  0.87   -99   -99 -0.64  1.44  1.87  0.96  2.13   -99   -99  0.20  0.78  0.16  0.67  0.09   -99   -99 -0.23  0.40  0.20 -0.27 -0.56
2005 03   -99   -99   -99   -99  0.28  4.29  1.24  2.34  0.75   -99 -0.58 -0.82  1.18  1.43  0.98  2.22   -99   -99 -0.04  0.62  0.18  0.73  0.46   -99 -0.09 -0.29  0.59  0.13  0.07 -0.09
2005 04   -99   -99   -99 -0.68  0.54  4.87  1.96  2.90  1.39 -0.32  1.15  0.23  2.01  2.53  2.33  3.50   -99 -0.33 -0.01  0.97  0.17  0.48  0.47 -0.30 -0.08  0.02  0.71  0.38  0.38  0.25
2005 05   -99  0.52  0.68  1.69  2.17  6.27  3.25  4.46  3.76  3.49  3.72  3.29  4.18  5.17  4.86  5.25  0.39  0.91  0.47  0.99 -0.31 -0.14  0.65  0.40 -0.76  0.60  0.50  0.36 -0.03 -0.31
2005 06  0.79  2.77  3.12  5.09  5.46  8.18  6.78  8.42  7.49  8.97  8.16  7.75  8.01  8.68  8.69  7.77  1.24  1.76  0.75  0.67 -0.23  0.12  0.38  0.63 -0.05  0.13  0.03 -0.48 -0.68 -0.89
2005 07  2.75  5.14  7.05  9.25 10.43 12.18 13.14 13.69 12.76 14.06 11.31 13.86 14.98 15.64 14.58 11.52  1.75  1.58  0.70  0.90  0.15 -0.27  0.20  0.45  0.62  0.01  1.00  0.69  0.34 -0.72
2005 08  3.56  5.99  7.37 11.86 13.84 13.93 16.24 17.32 16.20 15.10  9.43 17.05 18.11 18.62 16.71 13.33 -0.01  1.47  1.19  0.92  0.85  0.46  0.26 -0.32 -0.82 -0.17  0.62  0.64  0.30 -0.36
2005 09  2.53  4.44  6.02  9.55 12.20 13.73 13.93 16.18 15.27 13.52  8.07 16.31 17.15 18.28 16.82 13.35  0.69  1.04  0.76  1.14  0.60  0.76  1.13  0.93  0.55  1.56  1.38  1.54  1.03  0.24
2005 10  1.37  2.34  2.90  5.56  7.87 10.25  9.30 12.53 11.16  8.76  5.19 11.27 13.03 14.64 13.73 11.89  0.30  0.55 -0.29 -0.07 -0.82  0.12  0.49  0.44  0.76  0.51  0.81  1.12  0.47  0.23
2005 11  0.38  0.74  1.14  2.54  5.25  8.27  6.59  9.04  7.76  5.10  2.72  6.99  8.63 10.15 10.09  9.39  0.22  0.37  0.39 -0.03 -0.12  0.20  0.91  0.77  0.80  0.41  0.67  0.84  0.56  0.05
2005 12   -99   -99 -0.03  0.98  2.91  6.84  4.47  6.40  4.66  2.03  0.04  3.85  5.42  6.49  6.35  6.86 -0.11  0.23  0.80  0.68  0.65  1.03  0.96  0.47  0.02  0.63  0.85  0.81  0.47  0.08
2006 01   -99   -99   -99   -99  0.91  4.78  2.79  4.30  2.48   -99   -99  1.26  2.95  4.29  3.89  4.76   -99   -99  0.39  0.44  0.62  1.15  0.90   -99   -99  0.32  0.96  1.35  1.28  0.67
2006 02   -99   -99   -99   -99  0.27  4.26  1.96  2.83  1.09   -99   -99 -0.17  1.66  2.64  2.13  3.39   -99   -99  0.05  0.46  0.38  0.74  0.31   -99   -99  0.24  0.62  0.97  0.90  0.70
2006 03   -99   -99   -99   -99  0.11  3.70  1.31  1.90  0.72 -0.81  0.13 -0.26  1.22  1.83  1.31  2.90   -99   -99 -0.21  0.03  0.25  0.29  0.43  0.22  0.62  0.27  0.63  0.53  0.40  0.59
2006 04   -99   -99 -0.79 -0.20  1.02  5.60  2.69  2.81  1.25  0.49  1.72  0.47  1.62  2.96  2.73  4.04  0.02  0.15  0.47  1.70  0.90  0.39  0.33  0.51  0.49  0.26  0.32  0.81  0.78  0.79
2006 05   -99  0.26  1.16  2.16  3.29  7.86  6.25  6.61  4.91  5.31  5.64  4.58  5.02  6.11  5.77  6.25  0.87  1.38  1.59  2.58  2.69  2.01  1.80  2.22  1.16  1.89  1.34  1.30  0.88  0.69
2006 06 -0.07  1.92  4.12  5.72  6.55  9.83 10.70 10.84  8.23 10.34  9.55  9.03  9.21 10.33 10.26  9.48  2.24  2.39  1.84  2.32  3.69  2.54  1.12  2.00  1.34  1.41  1.23  1.17  0.89  0.82
2006 07  2.68  4.80  6.78 10.08 11.43 12.50 15.55 15.94 13.73 15.31 11.49 15.42 15.21 16.06 14.74 13.38  1.48  2.41  1.70  1.22  2.56  1.98  1.17  1.70  0.80  1.57  1.23  1.11  0.50  1.14
2006 08  3.87  6.25  8.21 11.65 13.77 13.71 16.25 17.96 16.52 15.79 10.44 17.50 18.38 18.52 16.13 14.30  0.83  1.26  1.12  0.70  0.86  1.10  0.58  0.37  0.19  0.28  0.89  0.54 -0.28  0.61
2006 09  3.00  5.26  7.05 10.57 12.03 11.60 12.84 14.65 13.58 13.33  7.85 15.09 14.91 16.74 16.68 13.78  1.72  2.06  0.59 -0.99 -0.49 -0.77 -0.56  0.74  0.33  0.34 -0.86  0.00  0.89  0.67
2006 10  1.33  2.71  3.20  6.18  9.32 10.64 10.88 12.48 11.09  9.12  4.93 11.40 12.37 13.69 13.79 12.37  0.60  1.17  1.16  0.32  0.76  0.07  0.42  0.80  0.50  0.64  0.15  0.17  0.53  0.71
2006 11  0.54  1.09  1.38  2.80  6.18  9.10  8.46  9.83  8.07  5.53  3.25  7.09  8.57  9.83  9.77  9.92  0.46  0.63  1.32  0.80  1.75  0.99  1.22  1.20  1.33  0.51  0.61  0.52  0.24  0.58
2006 12   -99   -99   -99  0.45  2.14  5.47  4.84  5.62  4.20  2.12  0.79  3.74  5.29  6.51  6.95  7.86   -99 -0.30  0.03 -0.69  1.02  0.25  0.50  0.56  0.77  0.52  0.72  0.83  1.07  1.08
2007 01   -99   -99   -99   -99  0.35  4.08  2.60  2.90  1.45 -0.31   -99  1.15  2.39  3.57  3.39  5.44   -99   -99 -0.17 -0.26  0.43 -0.25 -0.13  0.00   -99  0.21  0.40  0.63  0.78  1.35
2007 02   -99   -99   -99   -99   -99  3.41  1.66  1.99   -99   -99   -99   -99   -99  1.08  0.85  3.20   -99   -99   -99 -0.39  0.08 -0.10   -99   -99   -99   -99   -99 -0.59 -0.38  0.51
2007 03   -99   -99   -99   -99  0.67  3.48  1.63  1.75 -0.17   -99 -0.96   -99  0.50  0.55  0.20  2.24   -99   -99  0.35 -0.19  0.57  0.14 -0.46   -99 -0.47   -99 -0.09 -0.75 -0.71 -0.07
2007 04   -99   -99   -99 -0.66  0.58  3.76  2.01  1.69  0.15 -0.31  0.73 -0.18  0.60  1.11  1.01  2.73   -99 -0.31  0.03 -0.14  0.22 -0.73 -0.77 -0.29 -0.50 -0.39 -0.70 -1.04 -0.94 -0.52
2007 05   -99   -99   -99  0.65  1.34  4.77  3.90  4.44  2.64  2.94  4.66  2.52  3.12  4.29  4.71  5.52   -99 -0.13 -0.36 -0.51  0.34 -0.16 -0.47 -0.15  0.18 -0.17 -0.56 -0.52 -0.18 -0.04
2007 06   -99  1.55  2.38  4.12  5.23  7.83  7.60  8.48  7.30  8.68  9.10  8.13  7.93  8.78  9.26  8.33  0.50  0.79  0.52  0.32  0.59  0.18  0.19  0.34  0.89  0.51 -0.05 -0.38 -0.11 -0.33
2007 07  2.06  4.60  6.09  8.58  9.88 11.03 13.28 14.27 12.99 14.31 10.85 14.54 14.23 14.75 14.36 12.59  0.79  0.91  0.15 -0.25  0.29  0.31  0.43  0.70  0.16  0.69  0.25 -0.20  0.12  0.35
2007 08  3.37  5.83  7.17  9.78 12.48 13.55 14.38 16.41 15.38 15.05  9.71 16.75 17.05 17.78 15.21 13.16 -0.21 -0.61 -0.17  0.54 -1.01 -0.45 -0.56 -0.37 -0.54 -0.47 -0.44 -0.20 -1.20 -0.53
2007 09  2.32  3.68  4.59  8.15 12.21 14.25 13.87 16.03 14.16 11.75  6.49 14.01 15.72 16.83 14.72 12.24 -0.74 -0.36  0.77  1.66  0.54  0.61  0.02 -0.84 -1.03 -0.74 -0.05  0.09 -1.07 -0.87
2007 10  1.12  1.94  2.09  3.86  8.16 11.05 10.94 13.23 10.33  8.32  5.26 10.15 12.41 13.94 14.12 11.23 -0.51 -1.15  0.00  0.73  0.82  0.82 -0.34  0.00  0.83 -0.61  0.19  0.42  0.86 -0.43
2007 11  0.02  0.47  1.08  2.10  5.01  8.59  7.60  9.42  6.70  4.58  2.11  6.37  8.10  9.33  9.04  8.59  0.16 -0.07  0.15  0.29  0.89  0.58 -0.15  0.25  0.19 -0.21  0.14  0.02 -0.49 -0.75
2007 12   -99   -99   -99  0.54  1.81  5.79  3.70  4.82  3.01  1.10 -0.35  2.73  3.82  5.12  5.21  6.11   -99 -0.21 -0.30 -0.37 -0.12 -0.55 -0.69 -0.46 -0.37 -0.49 -0.75 -0.56 -0.67 -0.67
2008 01   -99   -99   -99   -99  0.17  4.20  2.06  2.45  1.01   -99   -99  0.43  1.69  2.68  2.53  3.90   -99   -99 -0.35 -0.14 -0.11 -0.70 -0.57   -99   -99 -0.51 -0.30 -0.26 -0.08 -0.19
2008 02   -99   -99   -99   -99   -99  4.13  1.78  1.49  0.37   -99   -99   -99  0.98  1.97  1.72  3.04   -99   -99   -99  0.33  0.20 -0.60 -0.41   -99   -99   -99 -0.06  0.30  0.49  0.35
2008 03   -99   -99   -99   -99   -99  3.82  1.52  1.31 -0.17   -99   -99 -0.86  0.34  1.65  1.31  2.59   -99   -99   -99  0.15  0.46 -0.30 -0.46   -99   -99 -0.33 -0.25  0.35  0.40  0.28
